rgn_id, Species Name,Year,AVG LENGTH (cm),,,
1,ALBACORE,2015,95.98513954327730886,,,
1,ALBACORE,2014,92.94272817033890507,,,
1,ALBACORE,2013,94.42427322620061922,,,
1,ALBACORE,2012,95.41627001293102213,,,
1,ALBACORE,2011,94.46668998072738111,,,
1,BIGEYE,2015,116.28571428564045351,,,
1,BIGEYE,2014,108.55199999992184256,,,
1,BIGEYE,2013,112.61290322568536246,,,
1,BIGEYE,2012,118.56451612899401144,,,
1,BIGEYE,2011,111.33333333329959595,,,
1,BLACK MARLIN,2015,217.19047619026934240,,,
1,BLACK MARLIN,2014,208.24999999989587500,,,
1,BLACK MARLIN,2013,225.16666666647902777,,,
1,BLACK MARLIN,2012,232.59259259250644718,,,
1,BLACK MARLIN,2011,208.11111111103403292,,,
1,BLUE MARLIN,2015,215.33333333333333333,,,
1,BLUE MARLIN,2014,218.90000000000000000,,,
1,BLUE MARLIN,2013,198.77777777755691358,,,
1,BLUE MARLIN,2012,233.75000000000000000,,,
1,BLUE MARLIN,2011,235.67999999934009600,,,
1,SAILFISH (INDO-PACIFIC),2015,260.00000000000000000,,,
1,SAILFISH (INDO-PACIFIC),2014,189.00000000000000000,,,
1,SAILFISH (INDO-PACIFIC),2013,194.58333333333333333,,,
1,SAILFISH (INDO-PACIFIC),2012,187.66666666666666666,,,
1,SAILFISH (INDO-PACIFIC),2011,218.33333333284814814,,,
1,SHORT-BILLED SPEARFISH,2015,159.28124999995022460,,,
1,SHORT-BILLED SPEARFISH,2014,160.43243243232403214,,,
1,SHORT-BILLED SPEARFISH,2013,166.67999999973331200,,,
1,SHORT-BILLED SPEARFISH,2012,168.78947368403285318,,,
1,SHORT-BILLED SPEARFISH,2011,158.08695652163603024,,,
1,SKIPJACK,2015,75.16770186330268045,,,
1,SKIPJACK,2014,73.29739130425349553,,,
1,SKIPJACK,2013,71.15525114148752945,,,
1,SKIPJACK,2012,72.60066006597065973,,,
1,SKIPJACK,2011,72.07277628030208084,,,
1,SOUTHERN BLUEFIN TUNA,2011,150.00000000000000000,,,
1,STRIPED MARLIN,2015,227.79999999988610000,,,
1,STRIPED MARLIN,2014,199.75862068965517241,,,
1,STRIPED MARLIN,2013,188.84615384603763313,,,
1,STRIPED MARLIN,2012,227.61538461526788954,,,
1,STRIPED MARLIN,2011,206.59016393435849502,,,
1,SWORDFISH,2015,205.00000000000000000,,,
1,SWORDFISH,2014,185.42857142830653061,,,
1,SWORDFISH,2013,183.76470588235294117,,,
1,SWORDFISH,2012,184.50000000000000000,,,
1,SWORDFISH,2011,158.23529411755397923,,,
1,YELLOWFIN,2015,118.77619047612260408,,,
1,YELLOWFIN,2014,116.23006134964404985,,,
1,YELLOWFIN,2013,119.55342741921624350,,,
1,YELLOWFIN,2012,116.43298969059894805,,,
1,YELLOWFIN,2011,114.01321003952720075,,,
